"id","prefix","term","definition","reports","downloaded_at"
"2000","R","Regulation","A rule or order issued by governmental executive authorities or regulatory agencies and having the force of law. Regulations implement policies and are mostly specific for particular groups of people, legal entities or targeted activities. Regulation is also the act of designing and imposing rules or orders. Informational, transactional, administrative and political constraints in practice limit the regulator's capability for implementing preferred policies.","SRREN; AR6","2026-02-27"
"2656","R","Relative humidity","The relative humidity specifies the ratio of actual water vapour pressure to that at saturation with respect to liquid water or ice at the same temperature.","AR5-WG1; AR6","2026-02-27"
"2248","R","Relative sea level","Sea level measured by a tide gauge with respect to the land upon which it is situated.","SROCC; AR5-WG2; AR5-WG1; SREX","2026-02-27"
"5661","R","Relative sea level (RSL) change","The change in local mean sea surface height (SSH) relative to the local solid surface, that is, the sea floor, as measured by instruments that are fixed to the Earth’s surface, such as tide gauges. This reference frame is used when considering coastal impacts, hazards and adaptation needs.","AR6","2026-02-27"
"2002","R","Reliability","In general: reliability is the degree of performance according to imposed standards or expectations.","SRREN","2026-02-27"
"2250","R","Relocation","","SROCC","2026-02-27"
"551","R","Remaining carbon budget","Cumulative global carbon dioxide (CO2) emissions from the start of 2018 to the time that CO2 emissions reach net-zero that would result, at some probability, in limiting global warming to a given level, accounting for the impact of other anthropogenic emissions.","SRCCL; SR15; AR6","2026-02-27"
"1808","R","Renewable energy (RE)","Any form of energy from solar, geophysical, or biological sources that is replenished by natural processes at a rate that equals or exceeds its rate of use. For a more detailed description see Bioenergy, Solar energy, Hydropower, Ocean, Geothermal, and Wind energy.","AR5-WG3; SRREN; AR6","2026-02-27"
"443","R","Reporting","‘The process of formal reporting of assessment results to the UNFCCC, according to predetermined formats and according to established standards, especially the Intergovernmental Panel on Climate Change (IPCC) Guidelines and GPG (Good Practice Guidance)’ (UN REDD, 2009).","SRCCL; SROCC; SR15; AR6","2026-02-27"
"509","R","Representative Concentration Pathways (RCPs)","Scenarios that include time series of emissions and concentrations of the full suite of greenhouse gases (GHGs) and aerosols and chemically active gases, as well as land use/land cover (Moss et al., 2008). The word representative signifies that each RCP provides only one of many possible scenarios that would lead to the specific radiative forcing characteristics. The term pathway emphasises the fact that not only the long-term concentration levels, but also the trajectory taken over time to reach that outcome are of interest (Moss et al., 2010). RCPs were used to develop climate projections in CMIP5.
• RCP2.6: One pathway where radiative forcing peaks at approximately 3 W m-2 and then declines to be limited at 2.6 W m-2 in 2100 (the corresponding Extended Concentration Pathway, or ECP, has constant emissions after 2100).
• RCP4.5 and RCP6.0: Two intermediate stabilisation pathways in which radiative forcing is limited at approximately 4.5 W m-2 and 6.0 W m-2 in 2100 (the corresponding ECPs have constant concentrations after 2150).
• RCP8.5: One high pathway which leads to >8.5 W m-2 in 2100 (the corresponding ECP has constant emissions after 2100 until 2150 and constant concentrations after 2250).","SRCCL; SROCC; SR15; AR5-WG3; AR5-SYR; AR5-WG2; AR5-WG1; AR6","2026-02-27"
"5853","R","Representative Key Risks (RKRs)","Representative, thematic clusters of key risks.","AR6","2026-02-27"
"1668","R","Reservoir","A component or components of the climate system where a greenhouse gas (GHG) or a precursor of a greenhouse gas is stored (UNFCCC Article 1.7).","SRCCL; AR5-WG3; AR5-WG1; AR6","2026-02-27"
"2252","R","Resettlement","","SROCC","2026-02-27"
"4536","R","Residual risk","The risk related to climate change impacts that remains following adaptation and mitigation efforts. Adaptation actions can redistribute risk and impacts, with increased risk and impacts in some areas or populations, and decreased risk and impacts in others.","AR6","2026-02-27"
"2254","R","Residual risk","The risk that remains following adaptation and risk reduction efforts.","SROCC","2026-02-27"
"553","R","Resilience","The capacity of interconnected social, economic and ecological systems to cope with a hazardous event, trend or disturbance, responding or reorganizing in ways that maintain their essential function, identity and structure. Resilience is a positive attribute when it maintains capacity for adaptation, learning and/or transformation (adapted from the Arctic Council, 2013).","SRCCL; SROCC; SR15; AR5-WG3; AR5-SYR; AR5-WG2; SREX; AR6","2026-02-27"
"2664","R","Resolution","In climate models, this term refers to the physical distance (metres or degrees) between each point on the grid used to compute the equations. Temporal resolution refers to the time step or time elapsed between each model computation of the equations.","AR5-WG1; AR6","2026-02-27"
"5062","R","Resource cascade","Tracking resource use (materials, energy, water, etc.), efficiency and losses through all conversion steps from primary resource extraction to various conversion steps, all the way to final service delivery.","AR6","2026-02-27"
"1670","R","Respiration","The process whereby living organisms convert organic matter to carbon dioxide (CO2), releasing energy and consuming molecular oxygen.","SRCCL; AR5-WG1; AR6","2026-02-27"
"2666","R","Response time","The response time or adjustment time is the time needed for the climate system or its components to re-equilibrate to a new state, following a forcing resulting from external processes. It is very different for various components of the climate system. The response time of the troposphere is relatively short, from days to weeks, whereas the stratosphere reaches equilibrium on a time scale of typically a few months. Due to their large heat capacity, the oceans have a much longer response time: typically decades, but up to centuries or millennia. The response time of the strongly coupled surface-troposphere system is, therefore, slow compared to that of the stratosphere, and mainly determined by the oceans. The biosphere may respond quickly (e.g., to droughts), but also very slowly to imposed changes. See lifetime for a different definition of response time pertinent to the rate of processes affecting the concentration of trace gases.","AR5-WG1","2026-02-27"
"5132","R","Response time or adjustment time","","AR6","2026-02-27"
"5134","R","Response time or adjustment time (Ta)","Response time or adjustment time (Ta) is the time scale characterizing the decay of an instantaneous pulse input into the reservoir. The term adjustment time is also used to characterize the adjustment of the mass of a reservoir following a step change in the source strength. Half-life or decay constant is used to quantify a first-order exponential decay process. See Response time or adjustment time for a different definition pertinent to climate variations.","AR6","2026-02-27"
"2256","R","Restoration","In environmental context, restoration involves human interventions to assist the recovery of an ecosystem that has been previously degraded, damaged or destroyed.","SROCC; AR6","2026-02-27"
"2668","R","Return period","An estimate of the average time interval between occurrences of an event (e.g., flood or extreme rainfall) of (or below/above) a defined size or intensity.","AR5-WG2; AR5-WG1; SREX; AR6","2026-02-27"
"2670","R","Return value","The highest (or, alternatively, lowest) value of a given variable, on average occurring once in a given period of time (e.g., in 10 years).","AR5-WG2; AR5-WG1; SREX; AR6","2026-02-27"
"3094","R","Revegetation","A direct human-induced activity to increase carbon stocks on sites through the establishment of vegetation that covers a minimum area of 0.05 hectares and does not meet the definitions of afforestation and reforestation contained here (UNFCCC, 2002).","AR5-WG3","2026-02-27"
"1672","R","Rewetting","‘The deliberate action of changing a drained soil into a wet soil, e.g. by blocking drainage ditches, disabling pumping facilities or breaching obstructions’ (IPCC, 2013).","SRCCL","2026-02-27"
"555","R","Risk","The potential for adverse consequences for human or ecological systems, recognizing the diversity of values and objectives associated with such systems. In the context of climate change, risks can arise from potential impacts of climate change as well as human responses to climate change. Relevant adverse consequences include those on lives, livelihoods, health and wellbeing, economic, social and cultural assets and investments, infrastructure, services (including ecosystem services), ecosystems and species.
 
In the context of climate change impacts, risks result from dynamic interactions between climate-related hazards with the exposure and vulnerability of the affected human or ecological system to the hazards. Hazards, exposure and vulnerability may each be subject to uncertainty in terms of magnitude and likelihood of occurrence, and each may change over time and space due to socio-economic changes and human decision-making (see also risk management, adaptation, and mitigation).
 
In the context of climate change responses, risks result from the potential for such responses not achieving the intended objective(s), or from potential trade-offs with, or negative side-effects on, other societal objectives, such as the Sustainable Development Goals (see also risk trade-off). Risks can arise for example from uncertainty in implementation, effectiveness or outcomes of climate policy, climate-related investments, technology development or adoption, and system transitions.","SRCCL; SROCC; SR15; AR5-WG3; AR5-SYR; AR5-WG2; AR6","2026-02-27"
"557","R","Risk assessment","The qualitative and/or quantitative scientific estimation of risks.","SRCCL; SROCC; SR15; AR5-WG3; AR5-WG2; AR6","2026-02-27"
"5567","R","Risk framework","A common framework for describing and assessing risk across all three Working Groups is adopted to promote clear and consistent communication of risks and to better inform risk assessment and decision-making related to climate change.","AR6","2026-02-27"
"559","R","Risk management","Plans, actions, strategies or policies to reduce the likelihood and/or magnitude of adverse potential consequences, based on assessed or perceived risks.","SRCCL; SROCC; SR15; AR5-WG3; AR5-SYR; AR5-WG2; AR6","2026-02-27"
"561","R","Risk perception","The subjective judgment that people make about the characteristics and severity of a risk.","SRCCL; SROCC; SR15; AR5-WG3; AR5-WG2; AR6","2026-02-27"
"1674","R","Risk trade-off","The change in portfolio of risks that occurs when a countervailing risk is generated (knowingly or inadvertently) by an intervention to reduce the target risk (Wiener and Graham, 2009).","SRCCL; AR6","2026-02-27"
"3096","R","Risk tradeoff","The change in the portfolio of risks that occurs when a countervailing risk is generated (knowingly or inadvertently) by an intervention to reduce the target risk (Wiener and Graham, 2009).","AR5-WG3","2026-02-27"
"3098","R","Risk transfer","The practice of formally or informally shifting the risk of financial consequences for particular negative events from one party to another.","AR5-WG3; AR5-WG2; SREX; AR6","2026-02-27"
"2672","R","River discharge","","AR5-WG1; AR6","2026-02-27"
"5416","R","Rock glacier","A debris landform (mass of rock fragments and finer material that contains either an ice core or an ice-cemented matrix) generated by a former or current gravity-driven creep of permafrost in mountain slopes (Harris et al., 1988; Giardino et al., 2011; IPA-RG, 2020). It is detectable in the landscape due to the occurrence of (i) a steep slope delimiting the terminal part, (ii) generally well-defined lateral margins in a continuation of the front, and (iii) transversal or longitudinal ridges and furrows (ridge and furrow topography). These are geomorphological indicators of the occurrence of permafrost conditions. Although it is an ice storage feature, it is not a type of glacier since it does not originate at the surface by the recrystallization of snow.","AR6","2026-02-27"
"563","R","Runoff","The flow of water over the surface or through the subsurface, which typically originates from the part of liquid precipitation and/or snow/ice melt that does not evaporate or refreeze, and is not transpired.","SRCCL; SROCC; SR15; AR5-WG2; AR5-WG1; SREX; AR6","2026-02-27"
"1676","S","Saline soils","Soils with levels of soluble salts (commonly sulphates and chlorides of calcium and magnesium) in the saturation extract high enough to negatively affect plant growth. Saline soils are usually flocculated and have good water permeability (Well and Brady, 2016).","SRCCL","2026-02-27"
"3358","S","Salt-water intrusion/encroachment","Displacement of fresh surface water or groundwater by the advance of salt water due to its greater density. This usually occurs in coastal and estuarine areas due to decreasing land-based influence (e.g., from reduced runoff or groundwater recharge, or from excessive water withdrawals from aquifers) or increasing marine influence (e.g., relative sea level rise).","AR5-WG2; AR6","2026-02-27"
"4920","S","Sampling uncertainty","Uncertainty arising from incomplete or uneven availability of measurements in either space or time or both.","AR6","2026-02-27"
"565","S","Scenario","A plausible description of how the future may develop based on a coherent and internally consistent set of assumptions about key driving forces (e.g., rate of technological change (TC), prices) and relationships. Note that scenarios are neither predictions nor forecasts, but are used to provide a view of the implications of developments and actions.","SRCCL; SROCC; SR15; AR5-WG3; AR5-WG2; AR5-WG1; SRREN; SREX; AR6","2026-02-27"
"2676","S","Scenario family","Scenarios that have a similar demographic, societal, economic and technical change storyline. Four scenario families comprise the SRES scenario set: A1, A2, B1, and B2.","AR5-WG3; AR5-WG2; AR5-WG1","2026-02-27"
"567","S","Scenario storyline","A narrative description of a scenario (or family of scenarios), highlighting the main scenario characteristics, relationships between key driving forces and the dynamics of their evolution. Also referred to as ‘narratives’ in the scenario literature.","SRCCL; SR15; AR6","2026-02-27"
"2932","S","Scope 1, Scope 2, and Scope 3 emissions","Emissions responsibility as defined by the GHG Protocol, a private sector initiative. 'Scope 1' indicates direct greenhouse gas (GHG) emissions that are from sources owned or controlled by the reporting entity. 'Scope 2' indicates indirect GHG emissions associated with the production of electricity, heat, or steam purchased by the reporting entity. 'Scope 3' indicates all other indirect emissions, i.e., emissions associated with the extraction and production of purchased materials, fuels, and services, including transport in vehicles not owned or controlled by the reporting entity, outsourced activities, waste disposal, etc. (WBCSD and WRI, 2004).","AR5-WG3","2026-02-27"
"569","S","SDG-interaction score","A seven-point scale (Nilsson et al., 2016) used to rate interactions between mitigation options and the SDGs. Scores range from +3 (indivisible) to −3 (cancelling), with a zero score indicating ‘consistent’ but with neither a positive or negative interaction. The scale, as applied in this report, also includes direction (whether the interaction is uni- or bi-directional) and confidence as assessed per IPCC guidelines.","SR15","2026-02-27"
"571","S","Sea ice","Ice found at the sea surface that has originated from the freezing of seawater. Sea ice may be discontinuous pieces (ice floes) moved on the ocean surface by wind and currents (pack ice), or a motionless sheet attached to the coast (land-fast ice). Sea ice concentration is the fraction of the ocean covered by ice. Sea ice less than one year old is called first-year ice. Perennial ice is sea ice that survives at least one summer. It may be subdivided into second-year ice and multi-year ice, where multiyear ice has survived at least two summers.","SRCCL; SROCC; SR15; AR5-WG1; AR6","2026-02-27"
"5194","S","Sea ice area (SIA)","Sea ice area is the area covered by sea ice. In contrast to sea ice extent, it is a linear measure of sea ice coverage that does not depend on grid resolution.","AR6","2026-02-27"
"5160","S","Sea ice concentration","Sea ice concentration is the fraction of the ocean covered by ice.","AR6","2026-02-27"
"4758","S","Sea ice extent (SIE)","Sea ice extent is calculated for gridded data products as the total area of all grid cells with sea ice concentration above a given threshold, usually 15 %. It hence is a grid-dependent, non-linear measure of sea ice coverage.","AR6","2026-02-27"
"2684","S","Sea level change","Sea level can change, both globally and locally due to (1) changes in the shape of the ocean basins, (2) a change in ocean volume as a result of a change in the mass of water in the ocean, and (3) changes in ocean volume as a result of changes in ocean water density. Global mean sea level change resulting from change in the mass of the ocean is called barystatic. The amount of barystatic sea level change due to the addition or removal of a mass of water is called its sea level equivalent (SLE). Sea level changes, both globally and locally, resulting from changes in water density are called steric. Density changes induced by temperature changes only are called thermosteric, while density changes induced by salinity changes are called halosteric. Barystatic and steric sea level changes do not include the effect of changes in the shape of ocean basins induced by the change in the ocean mass and its distribution.","AR5-WG2; AR5-WG1; SREX","2026-02-27"
"573","S","Sea level change (sea level rise/sea level fall)","Change to the height of sea level, both globally and locally (relative sea level change) due to (1) a change in ocean volume as a result of a change in the mass of water in the ocean, (2) changes in ocean volume as a result of changes in ocean water density, (3) changes in the shape of the ocean basins and changes in the Earth’s gravitational and rotational fields, and (4) local subsidence or uplift of the land. Global mean sea level change resulting from change in the mass of the ocean is called barystatic. The amount of barystatic sea level change due to the addition or removal of a mass of water is called its sea level equivalent (SLE). Sea level changes, both globally and locally, resulting from changes in water density are called steric. Density changes induced by temperature changes only are called thermosteric, while density changes induced by salinity changes are called halosteric. Barystatic and steric sea level changes do not include the effect of changes in the shape of ocean basins induced by the change in the ocean mass and its distribution.","SRCCL; SROCC; SR15; AR6","2026-02-27"
"2258","S","Sea level equivalent (SLE)","The SLE of a mass of water, ice, or water vapour is that mass, converted to a volume using a density of 1000 kg m-3, and divided by the present-day ocean surface area of 3.625 × 1014 m2. Thus, 362.5 Gt of water mass added to the ocean correspond to 1 mm of global mean sea level rise. However, more accurate estimates of SLE must account for additional processes affecting mean sea level rise, such as shoreline migration, changes in ocean area, and for vertical land movements.","SROCC; AR5-WG1; AR6","2026-02-27"
"2260","S","Sea level rise (SLR)","","SROCC; AR6","2026-02-27"
"575","S","Sea surface temperature (SST)","The subsurface bulk temperature in the top few meters of the ocean, measured by ships, buoys, and drifters. From ships, measurements of water samples in buckets were mostly switched in the 1940s to samples from engine intake water. Satellite measurements of skin temperature (uppermost layer; a fraction of a millimetre thick) in the infrared or the top centimetre or so in the microwave are also used, but must be adjusted to be compatible with the bulk temperature.","SRCCL; SROCC; SR15; AR5-WG2; AR5-WG1; SREX; AR6","2026-02-27"
"2686","S","Seasonally frozen ground","","AR5-WG1","2026-02-27"
"1738","S","Second-generation biofuel","Second-generation biofuel uses non-traditional biochemical and thermochemical conversion processes and feedstock mostly derived from the lignocellulosic fractions of, for example, agricultural and forestry residues, municipal solid waste, etc.","AR5-WG3; AR5-WG2; SRREN","2026-02-27"
"2940","S","Secondary energy","","AR5-WG3","2026-02-27"
"3046","S","Sectoral model","In the context of this report, sectoral models address only one of the core sectors that are discussed in this report, such as buildings, industry, transport, energy supply, and Agriculture, Forestry and Other Land Use (AFOLU).","AR5-WG3","2026-02-27"
"3100","S","Sectoral models","","AR5-WG3","2026-02-27"
"2006","S","Seismicity","The distribution and frequency of earthquakes in time, magnitude and space, for example, the yearly number of earthquakes of magnitude between 5 and 6 per 100 km2 or in some region.","SRREN","2026-02-27"
"3360","S","Semi-arid zone","Areas where vegetation growth is constrained by limited water availability, often with short growing seasons and high interannual variation in primary production. Annual precipitation ranges from 300 to 800 mm, depending on the occurrence of summer and winter rains.","AR5-WG2; AR6","2026-02-27"
"2688","S","Semi-direct (aerosol) effect","","AR5-WG1","2026-02-27"
"2690","S","Semi-empirical model","Model in which calculations are based on a combination of observed associations between variables and theoretical considerations relating variables through fundamental principles (e.g., conservation of energy). For example, in sea level studies, semi-empirical models refer specifically to transfer functions formulated to project future global mean sea level change, or contributions to it, from future global mean surface temperature change or radiative forcing.","AR5-WG1; AR6","2026-02-27"
"577","S","Sendai Framework for Disaster Risk Reduction","The Sendai Framework for Disaster Risk Reduction 2015-2030 outlines seven clear targets and four priorities for action to prevent new, and to reduce existing disaster risks. The voluntary, non-binding agreement recognises that the State has the primary role to reduce disaster risk but that responsibility should be shared with other stakeholders including local government, the private sector and other stakeholders, with the aim for the substantial reduction of disaster risk and losses in lives, livelihoods and health and in the economic, physical, social, cultural and environmental assets of persons, businesses, communities and countries.","SRCCL; SROCC; SR15; AR6","2026-02-27"
"2692","S","Sensible heat flux","The turbulent or conductive flux of heat from the Earth's surface to the atmosphere that is not associated with phase changes of water; a component of the surface energy budget.","AR5-WG1; SREX; AR6","2026-02-27"
"3362","S","Sensitivity","The degree to which a system or species is affected, either adversely or beneficially, by climate variability or change. The effect may be direct (e.g., a change in crop yield in response to a change in the mean, range, or variability of temperature) or indirect (e.g., damages caused by an increase in the frequency of coastal flooding due to sea level rise).","AR5-WG2; AR6","2026-02-27"
"3102","S","Sensitivity analysis","Sensitivity analysis with respect to quantitative analysis assesses how changing assumptions alters the outcomes. For example, one chooses different values for specific parameters and reruns a given model to assess the impact of these changes on model output.","AR5-WG3","2026-02-27"
"579","S","Sequestration","","SRCCL; SROCC; SR15; AR5-WG3; AR5-SYR; AR5-WG1; AR6","2026-02-27"
"5703","S","Sequestration potential","The quantity of greenhouse gases that can be removed from the atmosphere by anthropogenic enhancement of sinks and stored in a pool. See Mitigation potential for different subcategories of sequestration potential.","AR6","2026-02-27"
"5068","S","Service provisioning","Various services (such as illumination and mobility) can be provided by ‘systems’ through the use of energy, materials, and other resources comprising (i) Resource flows (e.g., energy), (ii) Technologies for resource use and energy conversion (e.g., vehicles and their engines), and (iii) Social/organisational forms of service delivery (e.g., publicly owned companies, or privately owned companies, e-commerce).","AR6","2026-02-27"
"5070","S","Services","Activities that help satisfy human wants or needs. While they usually involve relationships between producers and consumers, services are less tangible and less storable than goods since they represent flows not stocks, and when their regeneration conditions are protected they may be reused over time.","AR6","2026-02-27"
"5809","S","Settlements","Places of concentrated human habitation. Settlements can range from isolated rural villages to urban regions with significant global influence. They can include formally planned and informal or illegal habitation and related infrastructure.","AR6","2026-02-27"
"3104","S","Shadow pricing","Setting prices of goods and services that are not, or are incompletely, priced by market forces or by administrative regulation, at the height of their social marginal value. This technique is used in cost-benefit analysis (CBA).","AR5-WG3","2026-02-27"
"511","S","Shared socio-economic pathways (SSPs)","Shared Socio-economic Pathways (SSPs) were developed to complement the Representative Concentration Pathways (RCPs) with varying socio-economic challenges to adaptation and mitigation (O’Neill et al., 2014). Based on five narratives, the SSPs describe alternative socio-economic futures in the absence of climate policy intervention, comprising sustainable development (SSP1), regional rivalry (SSP3), inequality (SSP4), fossil–fueled development (SSP5), and a middle-of-the-road development (SSP2) (O’Neill et al., 2017; Riahi et al., 2017). The combination of SSP-based socio-economic scenarios and RCP-based climate projections provides an integrative frame for climate impact and policy analysis.","SRCCL; SROCC; SR15; AR5-WG3; AR6","2026-02-27"
"5641","S","Sharing economy.","A system which allows people to share goods and services by enabling collaborative use, access or ownership.","AR6","2026-02-27"
"2262","S","Shelf seas","Relatively shallow water covering the shelf of continents or around islands. The limit of shelf seas is conventionally considered as 200 m water depth at the continental shelf edge, where there is usually a steep slope to the deep ocean floor. During glacial periods, most shelf seas are lost since they become land as the build-up of ice sheets caused a decrease of global sea level.","SROCC; AR6","2026-02-27"
"5761","S","Shifting development pathways (SDP)","In this report, shifting development pathways describes transitions aimed at re-directing existing developmental trends. Societies may put in place enabling conditions to influence their future development pathways, when they endeavour to achieve certain outcomes. Some outcomes may be common, while others may be context-specific, given different starting points.","AR6","2026-02-27"
"5763","S","Shifting development pathways to sustainability (SDPS)","Shifting development pathways to sustainability involves transitions aligned with a shared aspiration in the Sustainable Development Goals (SDGs) agreed globally,  though sustainability may be interpreted differently in various contexts as societies pursue a variety of sustainable development objectives.","AR6","2026-02-27"
"581","S","Short-lived climate forcers (SLCFs)","A set of compounds that are primarily composed of those with short lifetimes in the atmosphere compared to well-mixed greenhouse gases (GHGs), and are also referred to as near-term climate forcers. This set of compounds includes methane (CH4), which is also a well-mixed greenhouse gas, as well as ozone (O3) and aerosols, or their precursors, and some halogenated species that are not well-mixed greenhouse gases. These compounds do not accumulate in the atmosphere at decadal to centennial timescales, and so their effect on climate is predominantly in the first decade after their emission, although their changes can still induce long-term climate effects such as sea level change. Their effect can be cooling or warming. A subset of exclusively warming short-lived climate forcers is referred to as short-lived climate pollutants.","SRCCL; SROCC; SR15; AR6","2026-02-27"
"3056","S","Short-lived climate pollutant (SLCP)","Pollutant emissions that have a warming influence on climate and have a relatively short lifetime in the atmosphere (a few days to a few decades). The main SLCPs are black carbon (BC) ('soot'), methane (CH4) and some hydroflurorcarbons (HFCs) some of which are regulated under the Kyoto Protocol. Some pollutants of this type, including CH4, are also precursors to the formation of tropospheric ozone (O3), a strong warming agent. These pollutants are of interest for at least two reasons. First, because they are short-lived, efforts to control them will have prompt effects on global warming — unlike long-lived pollutants that build up in the atmosphere and respond to changes in emissions at a more sluggish pace. Second, many of these pollutants also have adverse local impacts such as on human health.","AR5-WG3","2026-02-27"
"583","S","Short-lived climate pollutants (SLCP)","","SRCCL; SR15; AR6","2026-02-27"
"2694","S","Shortwave radiation","","AR5-WG1","2026-02-27"
"2696","S","Significant wave height","The average trough-to-crest height of the highest one-third of the wave heights (sea and swell) occurring in a particular time period.","AR5-WG2; AR5-WG1; SREX; AR6","2026-02-27"
"5330","S","Simple climate model (SCM)","A broad class of lower-dimensional models of the energy balance, radiative transfer, carbon cycle, or a combination of such physical components. SCMs are also suitable for performing emulations of climate-mean variables of Earth system models (ESMs), given that their structural flexibility can capture both the parametric and structural uncertainties across process-oriented ESM responses. They can also be used to test consistency across multiple lines of evidence with regard to climate sensitivity ranges, transient climate responses (TCRs), transient climate response to cumulative CO2 emissions (TCREs) and carbon cycle feedbacks.","AR6","2026-02-27"
"585","S","Sink","Any process, activity or mechanism which removes a greenhouse gas, an aerosol or a precursor of a greenhouse gas from the atmosphere (UNFCCC Article 1.8).","SRCCL; SROCC; SR15; AR5-WG3; AR5-SYR; AR5-WG2; AR5-WG1; SRREN; AR6","2026-02-27"
"2698","S","Slab-ocean model","A simplified representation in a climate model of the ocean as a motionless layer of water with a depth of 50 to 100 m. Climate models with a slab ocean can be used only for estimating the equilibrium response of climate to a given forcing, not the transient evolution of climate.","AR5-WG1","2026-02-27"
"587","S","Small island developing states (SIDS)","Small Island Developing States (SIDS), as recognised by the United Nations OHRLLS (Office of the High Representative for the Least Developed Countries, Landlocked Developing Countries and Small Island Developing States), are a distinct group of developing countries facing specific social, economic and environmental vulnerabilities (UN-OHRLLS, 2011). They were recognised as a special case both for their environment and development at the Rio Earth Summit in Brazil in 1992. Fifty eight countries and territories are presently classified as SIDS by the UN OHRLLS, with 38 being UN member states and 20 being Non-UN Members or Associate Members of the Regional Commissions (UN-OHRLLS, 2018).","SRCCL; SROCC; SR15","2026-02-27"
"3106","S","Smart grids","A smart grid uses information and communications technology to gather data on the behaviours of suppliers and consumers in the production, distribution, and use of electricity. Through automated responses or the provision of price signals, this information can then be used to improve the efficiency, reliability, economics, and sustainability of the electricity network.","AR5-WG3; AR6","2026-02-27"
"3108","S","Smart meter","A meter that communicates consumption of electricity or gas back to the utility provider.","AR5-WG3","2026-02-27"
"4766","S","Snow cover","","AR6","2026-02-27"
"5424","S","Snow cover duration (SCD)","How long snow continuously remains on the land surface, or the period between snow-on and snow-off dates.","AR6","2026-02-27"
"2700","S","Snow cover extent","The areal extent of snow covered ground.","AR5-WG1","2026-02-27"
"5537","S","Snow cover extent (SCE)","The areal extent of snow covered ground.","AR6","2026-02-27"
"2702","S","Snow water equivalent (SWE)","The depth of liquid water that would result if a mass of snow melted completely.","AR5-WG1; AR6","2026-02-27"
"2144","S","Social and institutional feasibility","Institutional feasibility has two key parts: (1) the extent of administrative workload, both for public authorities and for regulated entities, and (2) the extent to which the policy is viewed as legitimate, gains acceptance, is adopted, and is implemented.","SROCC","2026-02-27"
"3190","S","Social cost of carbon","The net present value of climate damages (with harmful damages expressed as a positive number) from one more tonne of carbon in the form of carbon dioxide (CO2), conditional on a global emissions trajectory over time.","AR5-SYR","2026-02-27"
"589","S","Social cost of carbon (SCC)","The net present value of aggregate climate damages (with overall harmful damages expressed as a number with positive sign) from one more tonne of carbon in the form of carbon dioxide (CO2), conditional on a global emissions trajectory over time.","SRCCL; SR15; AR5-WG3; AR5-WG2; AR6","2026-02-27"
"591","S","Social costs","The full costs of an action in terms of social welfare losses, including external costs associated with the impacts of this action on the environment, the economy (GDP, employment) and on the society as a whole.","SRCCL; SROCC; SR15; AR5-WG3; AR5-SYR; SRREN; AR6","2026-02-27"
"5082","S","Social group","A collective of people who share similar characteristics and collectively may have a sense of unity (Forsyth 2010).","AR6","2026-02-27"
"5084","S","Social identity","The portion of an individual’s self-concept derived from perceived membership in a relevant social group (Tajfel and Turner 1986).","AR6","2026-02-27"
"595","S","Social inclusion","A process of improving the terms of participation in society, particularly for people who are disadvantaged, through enhancing opportunities, access to resources, and respect for rights (UN, DESA 2016).","SRCCL; SR15; AR6","2026-02-27"
"5799","S","Social infrastructure","The social, cultural, and financial activities and institutions as well as associated property, buildings and artefacts and policy domains such as social protection, health and education that support well-being and public life (Frolova et al., 2016; Latham and Layton, 2019).","AR6","2026-02-27"
"405","S","Social justice","Just or fair relations within society that seek to address the distribution of wealth, access to resources, opportunity, and support according to principles of justice and fairness.","SROCC; SR15; AR6","2026-02-27"
"597","S","Social learning","A process of social interaction through which people learn new behaviours, capacities, values, and attitudes.","SRCCL; SROCC; SR15; AR6","2026-02-27"
"3364","S","Social protection","In the context of development aid and climate policy, social protection usually describes public and private initiatives that provide income or consumption transfers to the poor, protect the vulnerable against livelihood risks, and enhance the social status and rights of the marginalized, with the overall objective of reducing the economic and social vulnerability of poor, vulnerable, and marginalized groups (Devereux and Sabates-Wheeler, 2004). In other contexts, social protection may be used synonymously with social policy and can be described as all public and private initiatives that provide access to services, such as health, education, or housing, or income and consumption transfers to people. Social protection policies protect the poor and vulnerable against livelihood risks and enhance the social status and rights of the marginalized, as well as prevent vulnerable people from falling into poverty.","AR5-WG2; AR6","2026-02-27"
"599","S","Social value of mitigation activities (SVMA)","Social, economic and environmental value of mitigation activities that include, in addition to their climate benefits, their co-benefits to adaptation and sustainable development objectives.","SR15","2026-02-27"
"1678","S","Social-ecological system","An integrated system that includes human societies and ecosystems, in which humans are part of nature. The functions of such a system arise from the interactions and interdependence of the social and ecological subsystems. The system’s structure is characterised by reciprocal feedbacks, emphasising that humans must be seen as a part of, not apart from, nature (Artic Council, 2016; Berkes and Folke, 1998).","SRCCL; AR6","2026-02-27"
"593","S","Social-ecological systems","An integrated system that includes human societies and ecosystems, in which humans are part of nature. The functions of such a system arise from the interactions and interdependence of the social and ecological subsystems. The system’s structure is characterised by reciprocal feedbacks, emphasising that humans must be seen as a part of, not apart from, nature (Arctic Council, 2016; Berkes and Folke, 1998).","SROCC; SR15","2026-02-27"
"637","S","Societal (social) transformations","A profound and often deliberate shift initiated by communities toward sustainability, facilitated by changes in individual and collective values and behaviours, and a fairer balance of political, cultural, and institutional power in society.","SRCCL; SROCC; SR15; AR6","2026-02-27"
